date,price
20-12-2003,2900
21-12-2003,2902
22-12-2003,2904
23-12-2003,2906
24-12-2003,2908
25-12-2003,2910
26-12-2003,2912
27-12-2003,2914
28-12-2003,2916
29-12-2003,2918
30-12-2003,2920
31-12-2003,2922
01-01-2004,2924
02-01-2004,2926
03-01-2004,2928
04-01-2004,2930
05-01-2004,2932
06-01-2004,2934
07-01-2004,2936
08-01-2004,2938
09-01-2004,2940
10-01-2004,2942
11-01-2004,2944
12-01-2004,2946
13-01-2004,2948
14-01-2004,2950
15-01-2004,2952
16-01-2004,2954
17-01-2004,2956
18-01-2004,2958
19-01-2004,2960
20-01-2004,2962
21-01-2004,2964
22-01-2004,2966
23-01-2004,2968
24-01-2004,2970
25-01-2004,2972
26-01-2004,2974
27-01-2004,2976
28-01-2004,2978
29-01-2004,2980
30-01-2004,2982
31-01-2004,2984
01-02-2004,2986
02-02-2004,2988
03-02-2004,2990
04-02-2004,2992
05-02-2004,2994
06-02-2004,2996
07-02-2004,2998
